uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
SjgN0hN7sBY,Jaro Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
NVuFOjotimg,Kigarama Medical Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
RoFsMZX9xFf,Mufumbira Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
s4Qgr3LiCaK,Better Living Domicilliary Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
ii8gLLHYn7G,Ebenezer Diagonostic Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
pqEQrZNMvVr,Ibanda Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
ahn03jwJwRI,Ibanda Hospital,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,General Hospital,PNFP
OoKSJdwte5f,Ibanda Mission Health Centre III,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,HC III,PNFP
KZgRjddzIP8,Kigarama Health Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
mC4jHquc0cu,St. Luke Medical and Surgical Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
ghBbGPGo67O,Warugaba Amos Medical Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
qMmFjhurSrF,St. Joseph's Clinic,lx44Mbxfb94,Kanyarugiri Town Council,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
QQhQzLWoyTB,Rugaaga Medical Centre,yuGhB6fDmnU,Keihangara Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
gNDgPvTzRqH,Healing Grace Medical Centre,iNsYdEeHG7q,Kijongo Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
IH7PP4oWJQI,Ntutsi Mission Health Centre II,iNsYdEeHG7q,Kijongo Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,HC II,PNFP
h3NUZiBXhpe,Goodlife Medical Clinic,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
IDKLziIG6cU,Nyarukiika Medical Centre,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
imTTaY3jBNx,Rukiri Domiciliary Clinic,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,Clinic,PFP
aG2AogxcfRK,Rwenkobwa Health Centre III,eO42n4d7LEP,Rwenkobwa Town Council,r8WLxW9JwsS,Ibanda District,F1o6qBSx783,Ankole,HC III,PNFP
LTSK6TFLetj,Johnsons Medical Clinic,czEXg5E8wiX,Bugango Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
WKgB1j6LYuq,Jon Medical Health Centre II,W3tM7sLdXXY,Endiinzi Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
PwAYlQMWT8J,St. Augustine Medical Health Centre II,W3tM7sLdXXY,Endiinzi Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
kFFSlwDLlKV,Blue Cross Medical Health Centre II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
uvMoPeBVDdo,Clinic Africa Health Centre II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
SqeLCXvQf0h,Eyeitu Medical Centre,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,Clinic,PFP
E5kPcprgHM5,Isibuka Nursing Home Health Centre III,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC III,PNFP
aTaU1OfpPkU,Kyabirukwa Health Centre III,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC III,PNFP
GNLVWgvHuUz,Nowamaani Health Centre II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
M4pQn1xAHpt,K.K Clinic,z7zg0AlCyHn,Kaberebere Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
RI4Fb24F84i,Kakoma Health Centre III,z7zg0AlCyHn,Kaberebere Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC III,PNFP
wj1NpX1IYq8,St. Peters Kanywamaizi Health Centre II,LQLSqsdH1d5,Kabuyanda Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PNFP
AS4eTVHhwrD,Kabuyanda Catholic Health Centre II,wLL0PdmBLep,Kabuyanda Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PNFP
KDPH9XYjHly,St. Luke Kisyoro Health Centre II,wLL0PdmBLep,Kabuyanda Town Council,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PNFP
smGfcNZcQ31,Buhungiro Health Centre II,atjtfI5ERhj,Kashumba Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PNFP
OSfoWEwPx5d,St. Thereza Health Centre II,KQCblChIrTo,Kikagate Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
FV849rDS4fh,Mamu Medical Centre Health Centre II,kQqMT67WT2W,Masha Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
rXESYkwOnrT,Samaritan Medical Clinic,js9oxW08GfX,Mbaare Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
GrQsxGmdsQN,St Josephs Ngarama Health Centre III,eeBbHGQ0Z2K,Ngarama Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC III,PNFP
HR3Qi3XQ3mr,Zam Zam Health Centre II (Isingiro),eeBbHGQ0Z2K,Ngarama Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
oC75kRES5l1,J&T Medical Health Centre II,C8KGSaxhXaQ,Nyakitunda Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
ajeYuefpnCF,Rugaaga Health Care,hNN2wZnydEg,Rugaaga Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
mXKPzYfSb1S,Karunga Medical centre Health Centre II,ubp4U8p1EGD,Rushasha Subcounty,UaR7OHycj8c,Isingiro District,F1o6qBSx783,Ankole,HC II,PFP
GIz8taDO0sL,Assist Medical Centre,Avn1mi6BJ58,Buremba Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC III,PFP
PJAuSRvV1d4,Buremba Medical Centre,Avn1mi6BJ58,Buremba Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
lnIGXx6SjT7,Focus Foundation Health Centre,Avn1mi6BJ58,Buremba Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
EJSR69XSWFB,Lamezia Health Centre III,V8YasjaiKtV,Burunga Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC III,PNFP
toGKbXMtRf8,Engari Community Health Centre III,ZLnbMrovQ9f,Engari Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC III,PNFP
ydTla4pRl3J,Quality Services Medical Clinic,ZLnbMrovQ9f,Engari Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
EHexaH0XOkk,Bwagonga Community Hospital,rX3aSZRsV6q,Kanoni Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
fKHpsGvIWWn,Dembe Clinic (Kanoni),rX3aSZRsV6q,Kanoni Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
B9cu6kigJ6f,Echo Medical Centre,rX3aSZRsV6q,Kanoni Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
Z91gnqYqZ04,Mbaba Community Based Health Care,Pp5WSDc9OCY,Kazo Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
dhuGFCVZQCl,Complete Clinic,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
dRAu7PVkenC,Ebenezer Community Clinic,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
rVqSSRK4j18,Eden Medical Centre,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,Clinic,PFP
eN4D5QlTFoe,Hasten Diagnostic Centre,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
eDCF6iUjWqr,Janan Luwum Medical Care,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
aKLtGjjYoem,Quality Care Medical Clinic,zCQyW5ODHjj,Kazo Town Council,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
B37IEnpe6ae,Mazima Memorial Maternity Clinic,RPWh7oVz9kg,Nkungu Subcounty,AS2Seq1grGE,Kazo District,F1o6qBSx783,Ankole,HC II,PFP
ZjojPnmanzF,Ngabo Medical Clinic,aVSDdSh3pZc,Kashongi Subcounty,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
fn3zMtuYbmL,Kyeibuza (St. Marys) Health Centre III,jm4G6gQJISm,Kikaatsi Subcounty,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,HC III,PNFP
sIXMnx11pLV,Family Health Resource Centre Clinic,O3kEMiNyC7J,Kinoni Subcounty,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
la7RfifKZME,St. Peters Naama Mission Health Centre III,O3kEMiNyC7J,Kinoni Subcounty,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,HC III,PNFP
myrkJv85aqb,Kange Medical Centre,asGXvs8RGcx,Kiruhura Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
kbXEP21YajN,Busingye Maternity Home Clinic,hfuD009vkgk,Rushere Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
n51uxYhWkq0,Kiruhura Medical Centre,hfuD009vkgk,Rushere Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
rrjDjA0JfXN,Rushere Community Hospital,hfuD009vkgk,Rushere Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,General Hospital,PNFP
iPA7sBTJv15,Holistic Medicare Clinic,jkd1XWIp0ZR,Sanga Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
RVQ7PkHtlVl,Mburo Comprehensive Medical Centre,jkd1XWIp0ZR,Sanga Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
TosQEmf5YNg,Sanga Human Diagnostic Centre,jkd1XWIp0ZR,Sanga Town Council,qf9xWZu7Dq8,Kiruhura District,F1o6qBSx783,Ankole,Clinic,PFP
X4fBqyPx4Er,Biharwe St Johns Health Centre II,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,HC II,PNFP
UmZdQJ8467Z,Blue Clinics,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
oBsdf0a82Z7,Divine Mercy (Kamukuzi) Hospital,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PFP
hWmBAtJo9c6,Doctors Plaza Hospital,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PFP
NQtXWDiaP1z,Homely Medical Centre,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
NvEq5qtAV4e,Mbarara Community Hospital,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PFP
nzkgbXyihmf,Mobile Hospice Clinic,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
gBG1N1o51QR,Ruharo Mission Hospital,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PNFP
OAn8vovdXod,Rwizi Medicare,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
RExMBFwrvXO,St. Augustine Medical Centre,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
fxHApp8UtpE,Veridina Medical Clinic,sDCohibAWiS,Mbarara North Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
sPWbPZtb3ut,AIDS Information Centre (Mbarara),to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PNFP
FB9UPPYu0VI,Acumpa Medical Centre,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
h3Mh03SHXis,Ankole Hospital,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PFP
J3FoIFsEDqU,Family Planning Association Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PNFP
RFGEqiDlVgw,Grace Memorial Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
aMldu85cKyD,Holy Innocent's Children's Hospital,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PNFP
SBdOpwhkd9j,Hosana Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
WjUTld3U8r2,Kakoba Domiciliary Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
uxfIJxyhHYT,Marie Stopes Uganda Mbarara Health Centre II,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,HC II,PFP
ag4c3yS7T5g,Mayanja Memorial Hospital,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,General Hospital,PFP
OB1TinAnQue,Mbarara Muslim Health Centre III,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,HC III,PNFP
RqYMGeFgqD0,Mk Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
XAXiTTdQ57t,Nyamitanga Ngo Health Centre II,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,HC II,PNFP
dfsYcF4B3b7,Reproductive Health Uganda (Mbarara) Special Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PFP
FbWj31XSGN6,Ruti Peoples Clinic,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,HC II,PFP
k4AuRrsUWCi,TASO Mbarara,to2QFL5yuAi,Mbarara South Division,W7kX446X8Jn,Mbarara City,F1o6qBSx783,Ankole,Clinic,PNFP
hUjYHzn0Rl0,St. Peter's Health Centre II,zzuqkx8GWNy,Bubaare Subcounty,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PFP
Quv7nORX6r7,Homeland Clinic,MCcHPIPGtCo,Bukiro Subcounty,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
lc9TtSQnPCv,Diisi Medical Clinic,r6vK6iwzTSv,Bwizibwera-Rutooma Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PFP
vXtbJakJHmF,Reach A Hand,r6vK6iwzTSv,Bwizibwera-Rutooma Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
g63Rmtc2Wu8,Wholistic Health care,IzhBEvsBLuC,Kagongi Subcounty,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PFP
bv4xDC78z8O,Nyamirima Health Centre II (Kashare Subcounty),alAMOnr7I1C,Kashare Subcounty,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PNFP
MDbjlGxazdQ,St. Franciska Makonje Health Centre II,iYyORXQ8Z6h,Rubaya Subcounty,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PNFP
TpHgruzLzyd,Angella Domiciliary Health Centre II,xNKA2Q86Vw8,Rubindi-Ruhumba Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PFP
hDnpFJsWuCL,Sheema Clinic,xNKA2Q86Vw8,Rubindi-Ruhumba Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
Xo9fgk0Rvg6,St. Joseph Rubindi Health Centre II,xNKA2Q86Vw8,Rubindi-Ruhumba Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,HC II,PNFP
nRnQig5xiKQ,St. Judie Maternity Clinic,xNKA2Q86Vw8,Rubindi-Ruhumba Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
lEayYKvmKD2,Good Samaritan Medical Clinic (Rwanyamahembe),aLbdtQFDIfU,Rwanyamahembe Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
gb75YCmtwwq,Gord Medical Clinic,aLbdtQFDIfU,Rwanyamahembe Town Council,auswb7JO9wY,Mbarara District,F1o6qBSx783,Ankole,Clinic,PFP
rh4BA8I3ikJ,Elisha Memorial Clinic,DJRzqJrw6hs,Kanyabwanga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PFP
w9SnOvetHUQ,Bubangizi Health Centre III,YXmA2I9pEgy,Kashenshero Town Council,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC III,PNFP
m3jCfYlfUKY,Rubare Health Centre II,qJ0sxVsO2pk,Katenga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
CtNp9QdYPvu,Tumusiime Medical Health Centre II,qJ0sxVsO2pk,Katenga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PFP
encOl1W2jrU,Kanyabwanga CoU Health Centre II,GUHUIINtAx0,Kigyende Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
whX68dEEy69,Kisiizi Health Centre II,aKZZ42qXlZq,Kiyanga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
N4EhCYDExuZ,Rurama (Mitooma) Health Centre II,aKZZ42qXlZq,Kiyanga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
tFR0RVesj3i,Mayanga Medical Health Centre II,RtQUimJT9Ek,Mayanga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PFP
aeSag6SBi5P,Kirambi Health Centre II,aXyuXVfPhwz,Mitooma Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
wEsFPPA6BdQ,B&S Medical and Diagnostic Health Centre II,aPkiP7PQgCU,Mitooma Town Council,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PFP
O5U6v9ddjoj,Nyakizinga Health Centre II,dukM9ldzcID,Nyakizinga Subcounty,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
N2x23V5DcNQ,Kibare (Bitereko) Health Centre II,zf57oXdRAdf,Rutookye Town Council,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC II,PNFP
Dk1SkAipwsf,Nyakatsiro Health Centre III,zf57oXdRAdf,Rutookye Town Council,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC III,PNFP
Mha9ftXo7u5,Trinity Medical Health Centre III,zf57oXdRAdf,Rutookye Town Council,FLygHiUd2UW,Mitooma District,F1o6qBSx783,Ankole,HC III,PNFP
YOMLeJZxwzz,His Will Maternity Clinic,q7s1d5LzgWc,Bwongyera Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PNFP
hasFbIo0djq,Rwabakunya Domiciliary Clinic,q7s1d5LzgWc,Bwongyera Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
mQjzjx2Vi2y,Amazing Grace Domiciliary Clinic,xR3tMZhXRSG,Central Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
urrPQsumgl7,Family Doctors Clinic (Ntungamo),xR3tMZhXRSG,Central Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
YasMLjFTmRD,St. Raphael Children's Clinic,xR3tMZhXRSG,Central Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
rZUQEvxthk4,Universal Health Care,xR3tMZhXRSG,Central Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
tBJsV2sxt1k,Ntungamo Municipal Medical Centre,eJ6V2fUvJa3,Eastern Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
A9XqEsqGtzC,South Ankole Mission Health Centre III,eJ6V2fUvJa3,Eastern Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC III,PFP
f7n93to8Ktw,Mcneil Medical Centre,oUbjAL1F0oh,Itojo Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
ND2A0GOnnnY,St. Lucia Kagamba Health Centre III,YQkoHUcrtEM,Kagarama Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC III,PNFP
y1S7Kh163t9,Mother Francisca Lechner Health Centre IV,ZXKYB8MLZ0N,Kayonza Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC IV,PNFP
XbW1Rkf92iM,Mahooro Medical Centre,aT8hmwXQ07D,Nyakyera Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
UEKVlvKXJAC,Mary Queen Of Heaven Community Medical Centre,B7tG9VFceYl,Nyakyera Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
P33Fn6R2i6s,Sheema Clinic Nyamukana,BgUSq2bJEyj,Nyamukana Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
a1FeQgM4hAI,Kihanga Medical Health Centre II,cAQOW5v5j9V,Nyarutuntu Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
lCLOG82HUlc,Ankole Medical Centre Kashanda,wCiHoNAAXNp,Rubaare Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC III,PFP
jhAIyaJHXEJ,Ideal Health Medical Clinic,wCiHoNAAXNp,Rubaare Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
lqF5HdVxpfK,Doctors Referral Hospital,KABj9G4S8sz,Rubaare Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,General Hospital,PFP
IEyZgMkjuoN,Polly Care Medical Health Centre,KABj9G4S8sz,Rubaare Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
YbhFZDzgZEB,Rubare Peoples Clinic,KABj9G4S8sz,Rubaare Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
TosSVIxz9nl,Daniel K Medical Health Centre II,h6Wx2ZuKWJ3,Rugarama Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
qfLP072gVcy,St. Patrick Medical Centre,aBKUgg9eMEK,Rukoni West Subcounty,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
UGeQEBwyWhV,Multi care clinic,SAro5lyaFR2,Rwamabondo Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
WbKZOAuiCXn,Bishop Bamunoba Mothers Union Health Centre III,JuOtACnY2E5,Rwashamaire Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC III,PFP
SYAQAXXpmCo,Devine Mercy Medical Centre,JuOtACnY2E5,Rwashamaire Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
NaulHChBBCx,Ntungamo Specialist Medical Centre Health Centre III,JuOtACnY2E5,Rwashamaire Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC III,PFP
j5ErZiiRNtq,Hope Community Clinic,o4ERFQpXLCM,Rwentobo-Rwahi Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
CSaBOCutxpN,St. Augustine Medical Centre,o4ERFQpXLCM,Rwentobo-Rwahi Town Council,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,Clinic,PFP
FpU5gsGOf6n,Happy Health Insurance Scheme Health Centre II,XziArrrpUNq,Western Division,hAoe9dhZh9V,Ntungamo District,F1o6qBSx783,Ankole,HC II,PFP
D0C2UTHtTDN,Family Care (Katerera) Health Centre II,OArnksuH9WD,Katerera Town Council,fS71jg1WYPk,Rubirizi District,F1o6qBSx783,Ankole,HC II,PFP
